# IGP24 class field sweep: deg6.
2560000,-2816000,-870400,2416640,4319808,-5127776,-1788232,1307312,2733812,-876236,-2003336,1026996,683423,-645774,8588,159612,-51026,-11842,10004,-1098,-649,204,0,-8,1 # cft deg6 r=4
328617,-921780,1335663,-1770762,2577425,-3830206,4467043,-3405004,1433451,-16914,-296827,17362,136674,-74532,17982,-4336,-2533,2986,-334,-434,265,-138,56,-12,1 # cft deg6 r=4
-6287,41508,208283,70254,-127915,-50758,302907,227676,-751085,369278,387873,-539542,140886,142812,-102274,-832,24259,-8374,-1322,1630,-323,-82,56,-12,1 # cft deg6 r=4
4608,10752,3968,28032,45568,-5664,24584,67920,30564,-11268,-42496,-13916,5451,9898,5384,-4828,-430,-442,724,70,-213,44,16,-8,1 # cft deg6 r=4
73467,-234900,612324,-856368,833200,-242912,-170354,233044,241629,-446582,361831,-34144,-63763,48210,19309,-9616,3368,2530,965,252,-130,-44,-4,0,1 # cft deg6 r=0
48721,-328970,1685356,-3582986,3145728,774732,-4260552,3392420,149189,-2109392,1421228,-83692,-423413,261596,-35378,-40180,27652,-5622,-2270,1748,-341,-72,54,-12,1 # cft deg6 r=4
157,-14,795,2558,7601,9378,12119,15688,24691,18750,-1885,-21850,-19714,-4776,2756,2560,2151,524,-768,-310,105,32,8,-8,1 # cft deg6 r=4
163840000,0,-19429376000,0,6586444800,0,794759360,0,-534764496,0,52167904,0,4443913,0,-1836524,0,359838,0,-44022,0,2813,0,-86,0,1 # cft deg6 r=8
-25,10,682,-5082,20808,-61098,141461,-268410,425701,-568720,638587,-597358,456041,-271622,112885,-18084,-15777,15804,-7399,1872,-44,-160,64,-12,1 # cft deg6 r=4
14701,-198810,1179833,-4093486,9220886,-14039512,14335040,-8849070,1421223,2979740,-3085816,1225382,126691,-378764,157213,834,-21688,4568,1743,-574,-248,118,4,-8,1 # cft deg6 r=4
4825,-250,-39265,-105620,-107107,-11286,125245,191488,153125,72380,6965,-21940,-29322,-28302,-22804,-15132,-7697,-2562,-82,592,475,220,66,12,1 # cft deg6 r=8
-95681,-373336,-510081,-106420,575990,857658,588266,355462,463013,591542,573918,446312,201241,-30362,-98357,-52966,-7014,6710,4211,582,-342,-130,4,8,1 # cft deg6 r=4
101912,-135368,-263812,2318048,-2533254,2738222,1733537,-1740720,239160,-42824,-326809,-64840,-127586,-33822,-1156,-10764,-2318,-820,122,332,49,12,2,0,1 # cft deg6 r=4
-281,-1848,-4985,-3440,6830,-8106,-126992,-335770,-550349,-591058,-406750,-138684,79997,132290,91795,32354,-320,-3422,-563,1096,834,86,-48,-4,1 # cft deg6 r=4
8963,8152,54758,166390,517440,1047460,1711664,2138676,2191425,1772528,1150168,545570,160339,-9978,-40174,-21616,-4366,2370,2118,740,111,-42,-22,0,1 # cft deg6 r=0
2195,8888,27926,134614,375620,465156,303704,417564,617129,429960,367312,120610,51103,87126,-67538,4200,-9518,-3382,2402,44,167,14,-34,0,1 # cft deg6 r=4
4925,3600,-5740,60390,-61338,-67352,191779,-187042,-31391,306336,-12087,-611112,428447,346420,-539075,161848,65151,-37886,-4155,3814,312,-196,-28,4,1 # cft deg6 r=8
-32425,99080,225113,-2386110,6920304,-10668966,8777309,-2051458,-2386350,1822976,-211201,-170166,58278,41754,-66569,15940,14932,-7218,-587,710,-14,-14,-10,0,1 # cft deg6 r=4
11075,49840,220959,584184,1126838,1708958,1875228,1458678,474491,-426586,-639530,-438820,232905,306954,-46485,-99134,9500,18802,-2303,-2152,390,142,-32,-4,1 # cft deg6 r=0
-735277,-3164606,9219064,-25972318,28150801,-14857960,-11101562,40166740,-54998105,49871242,-33538538,15755578,-3709529,-806382,997156,-360156,63403,-1076,-4946,3214,-911,30,48,-12,1 # cft deg6 r=4
-631,-3486,-3655,18398,70041,87186,-68496,-394552,-524630,-197060,175865,204366,140228,31028,-41261,-31540,-6959,2740,2827,1160,318,24,16,0,1 # cft deg6 r=4
36467,113546,156664,-11894,-255339,-269728,67530,275404,147205,-119990,-133588,-14366,66077,24162,-10294,-14468,897,2648,1040,-666,-93,10,40,-12,1 # cft deg6 r=4
229336,-12800,-653208,-47180,1065902,118336,-1135169,-133914,802120,112462,-393657,-67814,137086,28594,-32332,-8704,4888,1664,-448,-180,51,8,-10,0,1 # cft deg6 r=0
1802007,-3734478,-2507571,5869950,3954395,-9560988,-552184,9508686,-2721238,-5185736,3024575,1660202,-1599064,-287228,515277,3260,-106629,11116,13725,-2678,-944,282,18,-12,1 # cft deg6 r=4
24571,-90318,220737,-280834,-12941,628748,-622016,-343234,892754,-167488,-613185,399610,156632,-238428,25497,65068,-23777,-8548,6173,58,-752,122,34,-12,1 # cft deg6 r=4
648,6480,28368,70668,113830,137168,152899,171198,164908,129454,106023,98442,71986,35786,20372,17360,9916,2704,220,-148,-57,-16,-10,0,1 # cft deg6 r=0
