# IGP24 batch: one polynomial per distinct (group fingerprint, signature) cluster.
1844,15652,54452,107730,158100,211232,241389,231952,217168,178472,129648,95536,59470,34860,20992,9758,4960,2352,768,392,112,28,16,0,1 # tower_2x2x2x3 r=4
136,0,-693,0,1677,0,-1887,0,455,0,1296,0,-765,0,-468,0,447,0,405,0,126,0,18,0,1 # tower_3x2x4 r=0
22,102,216,216,81,0,-34,-144,-216,-108,0,0,24,72,54,0,0,0,-8,-12,0,0,0,0,1 # tower_4x6 r=0
80,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1 # tower_2x2x6 r=0
3,0,-15,0,130,0,-450,0,690,0,-18,0,-911,0,18,0,690,0,450,0,129,0,18,0,1 # tower_6x4 r=0
3006712714,0,5224645547,0,4257379256,0,2147997863,0,746614382,0,188232275,0,35283144,0,4953938,0,517153,0,39160,0,2043,0,66,0,1 # tower_2x3x2x2 r=0
949005239575,2299919488178,3701682435865,4265635968760,3985029917908,3087637442762,2061477846655,1198150309352,616710599077,282415618472,116089378172,42887083096,14303989818,4300634424,1167417060,284829536,62389038,12160200,2099604,315664,40916,4400,384,24,1 # tower_4x3x2 r=0
9,144,1980,13224,46437,92880,134734,172224,185355,170696,148110,111168,76049,50280,27378,15448,7506,3024,1614,336,252,16,24,0,1 # tower_2x2x2x3 r=0
303822340,0,708654408,0,757968013,0,491779398,0,215653184,0,67363026,0,15375879,0,2585088,0,317859,0,27888,0,1658,0,60,0,1 # tower_2x2x3x2 r=0
11383877,-45549000,71373600,-34092700,-41928015,62212680,-8463588,-33329904,17615730,9591480,-9343680,-1603164,3142599,179676,-776766,-32800,153330,18756,-20314,-4956,1785,1100,234,24,1 # tower_6x2x2 r=0
7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1 # tower_3x8 r=0
265,-3564,24138,-93528,231633,-354780,456282,-520668,482679,-417492,326448,-219672,146193,-84240,44388,-23760,9774,-4536,1740,-504,252,-24,24,0,1 # tower_2x2x2x3 r=0
175,-390,381,-206,-324,750,-617,264,321,-612,396,-120,-191,264,-120,20,66,-60,15,0,-12,6,0,0,1 # tower_2x3x4 r=0
63,0,0,0,0,0,-34,0,0,0,0,0,21,0,0,0,0,0,-4,0,0,0,0,0,1 # tower_2x2x6 r=0
-1,12,76,250,628,1024,275,-2304,-3680,-96,4864,3616,-2324,-4040,-232,2196,808,-672,-422,112,112,-8,-16,0,1 # tower_2x4x3 r=4
231477384,563233518,63238500,-831623424,-446619387,561861984,431365026,-233427996,-224339367,68874878,76181568,-16139040,-18085433,3246180,3057798,-559540,-361407,76374,27880,-7392,-1155,440,6,-12,1 # tower_3x4x2 r=4
3403,0,12186,0,16611,0,6630,0,-5722,0,-5346,0,945,0,1566,0,-252,0,-270,0,117,0,-18,0,1 # tower_3x2x4 r=0
3228987972777,0,-3507207062268,0,1746484988269,0,-527254708477,0,107479337910,0,-15585512628,0,1648568936,0,-128165646,0,7268487,0,-293254,0,7990,0,-132,0,1 # tower_2x2x3x2 r=4
-9,5,24,-10,1,0,-5,-48,30,-4,0,0,24,-30,6,0,0,0,10,-4,0,0,0,0,1 # tower_2x2x6 r=4
83540,275142,418476,518371,644572,660800,579979,513184,408904,284144,200952,130816,73843,43680,23512,10640,5464,2352,810,392,112,28,16,0,1 # tower_4x2x3 r=0
14334075629,0,-24523511200,0,19213637256,0,-9117379352,0,2919036202,0,-664417860,0,110269522,0,-13447848,0,1196313,0,-75724,0,3238,0,-84,0,1 # tower_2x2x3x2 r=0
735,4377,10935,14580,12394,11664,15309,14580,8505,6318,7290,4860,1755,1620,1620,540,135,270,135,0,18,18,0,0,1 # tower_6x4 r=0
757,0,-1968,0,3696,0,-4952,0,5238,0,-4464,0,3104,0,-1752,0,795,0,-280,0,72,0,-12,0,1 # tower_3x2x4 r=0
10023,-16008,-6408,8636,-4232,18304,1726,-3136,448,-10976,-1728,-2944,-632,2400,832,2032,928,672,432,112,112,8,16,0,1 # tower_4x2x3 r=0
395254158,-1749209904,4450322088,-8039632752,11379801780,-13233228552,13036217436,-11088801072,8255726334,-5428699896,3173171460,-1655293848,772395898,-322561800,120445932,-40105040,11855205,-3089808,703200,-137784,22782,-3080,324,-24,1 # tower_4x3x2 r=0
