# IGP24 class field sweep: deg6.
149129,-405157,816129,-1276051,1376583,-1193843,940742,-600003,269050,-160473,188113,-159019,82670,-31233,10767,-3124,1989,-2418,1877,-1070,464,-160,44,-8,1 # cft deg6 r=4
349,-49469,68224,56629,-33370,-124584,91796,94944,-22192,-30549,100403,106652,2953,-13044,32662,21345,-9983,-8834,1102,1907,170,-156,-29,4,1 # cft deg6 r=4
-2009,-8036,-13720,5859,76846,145117,79855,-129671,-294052,-275470,-171005,-124426,-122292,-87995,-26309,12309,15637,5986,86,-835,-314,-16,23,8,1 # cft deg6 r=4
-293,213,-1133,510,276,6313,506,6570,-1584,-539,-519,-2059,-1446,-1216,1650,-740,421,-264,-199,63,77,-16,-11,0,1 # cft deg6 r=4
-845543,3656175,-5705027,-3151055,29273563,-58385272,65077643,-42773113,11900455,5152114,-6149090,2111441,-118970,-67285,29711,-43206,15044,7248,-4327,-368,460,16,-32,0,1 # cft deg6 r=4
-11159,15440,-60568,139588,52643,219608,51846,6311,-66110,181802,154751,36620,-50234,-35079,-14703,4160,10167,1537,-2365,-636,337,75,-25,-4,1 # cft deg6 r=4
-234599,409149,-917613,2233417,-3766788,5441224,-6453771,5819574,-3854874,1552679,217509,-924195,711338,-231707,-40418,75999,-31173,1839,3570,-1458,99,93,-26,0,1 # cft deg6 r=4
-757,-8193,-105964,-208316,-231597,-238460,-107861,-76257,-289733,-377539,-142426,102812,130987,56286,11699,2142,505,-91,-37,204,74,0,0,4,1 # cft deg6 r=4
-9241,-69758,-226674,-346999,-201497,251277,660390,626887,299454,135458,258139,342561,197841,-2949,-70627,-35886,-6302,-2420,-2033,-335,129,14,-3,4,1 # cft deg6 r=8
80261,486505,975886,535703,-828081,-1350526,-180082,954507,593513,-301274,-414136,3421,166975,39322,-45723,-19144,9225,5155,-1457,-896,198,93,-21,-4,1 # cft deg6 r=8
5041,5040,42411,113366,46328,-60112,-83414,-93303,15817,98273,26120,-22061,-26988,-10820,15315,7105,-4954,-1477,684,110,25,-1,-15,0,1 # cft deg6 r=8
1,430,-4004,11407,-4118,-29489,31468,30312,-50992,-12167,39473,3480,-24742,867,11834,-1847,-2725,1380,491,-400,37,45,-15,0,1 # cft deg6 r=8
1667,-5401,27461,-38510,98314,-86691,151592,-94045,146491,-74047,102599,-39919,42252,-10653,9161,-2138,832,-981,672,-486,256,-116,38,-8,1 # cft deg6 r=0
7069,-62273,243815,-573864,916726,-1027332,756702,-253090,-119969,155379,11816,-110352,58510,18688,-28215,-1302,10343,-438,-2414,26,369,6,-32,0,1 # cft deg6 r=8
307,-252,-3835,7951,3970,-26751,28438,1618,-33894,35678,-13655,-7304,10948,-4832,2223,2521,-332,344,133,-133,-23,-8,-8,2,1 # cft deg6 r=8
841,-5336,17282,-23481,35724,-36135,54979,-50363,62655,-47245,39517,-29857,22239,-16232,10192,-5739,3655,-1688,552,-6,-163,63,10,-8,1 # cft deg6 r=0
