# IGP24 class field sweep: deg4.
1907161,4754783,7233664,6628246,3360326,-861182,-2451203,-1147994,562072,830449,281208,-90315,-89402,-12904,15193,8831,2954,262,161,20,84,17,17,2,1 # cft deg4 r=0
10708361,-42313769,70842056,-63474736,30278576,-6950494,4044842,-5728334,4182810,-1473622,246764,-111783,171927,-114048,39001,-6019,3392,-2872,1445,-339,44,-10,12,-4,1 # cft deg4 r=0
725861,460258,-735666,-1674004,-1222499,54333,1916847,1888486,686262,-181191,-240662,-197000,-14242,53586,32713,-9444,-4146,-228,-839,420,239,-53,-23,2,1 # cft deg4 r=0
214171,-56083,471307,-248311,787063,-22420,864089,-88185,81329,-434518,-273936,-242039,-69518,8946,46325,41052,28435,13419,6418,1974,725,141,42,4,1 # cft deg4 r=0
1958431,-2386148,9807487,-4469921,4105593,99995,-1613371,1778635,-1042956,44897,194224,-129794,104862,33751,25065,15987,7715,3729,1388,609,210,51,17,4,1 # cft deg4 r=0
504461,1384154,3638125,6996330,9999121,12128821,12320986,10532308,8070535,5526977,3323076,1807472,920317,420942,177506,72910,28623,10136,3571,1164,343,90,26,6,1 # cft deg4 r=0
66701,-98957,240154,-345288,440590,-474620,487431,-440429,421873,-296377,245798,-171866,106052,-73562,38245,-21345,11173,-4299,2345,-619,326,-60,27,-3,1 # cft deg4 r=0
690611,719852,1176877,466376,1065402,423040,514730,161084,377928,58497,139051,43729,43135,14173,14873,3433,4175,582,900,97,139,11,14,1,1 # cft deg4 r=0
6301,8272,-7054,-70494,169458,-329235,490981,-346165,-93816,383465,-165618,-20295,80139,-27393,-6544,-1202,1647,2797,10,-75,-74,-41,5,1,1 # cft deg4 r=0
21341,200493,820553,1849777,2320273,1061530,-1477022,-2999822,-1555018,1345341,1979037,186439,-884163,-359524,191680,138704,-15896,-27248,-1398,2988,428,-172,-35,4,1 # cft deg4 r=0
20521,274228,1711160,6570306,17353217,33547048,49499758,57652854,54688688,43547237,29918546,18163012,9918385,4906465,2201095,895235,328050,107814,31757,8260,1909,373,64,8,1 # cft deg4 r=0
1721,2199,13310,-3370,39695,-53531,92941,-97117,144377,-113505,143008,-78723,105876,-30126,54704,-6929,18260,-1158,3828,-170,486,-19,34,-1,1 # cft deg4 r=0
2551,24233,85412,-346484,12960,545802,-2580,-55542,-334850,-465181,559399,494086,-409923,-270253,167494,96647,-38847,-23339,4366,3547,9,-247,-26,6,1 # cft deg4 r=0
2084071,-3797603,2115730,-242598,589086,-1737126,2553634,-2574511,2130810,-1728162,1311969,-842078,464491,-236989,141700,-103616,73207,-43379,20771,-7865,2395,-556,101,-12,1 # cft deg4 r=0
116371,663028,840288,-274771,214731,-745356,663596,490976,593189,528992,244153,255993,96793,55790,33751,5151,5478,1173,119,241,-32,8,8,0,1 # cft deg4 r=0
230791,-280275,559659,-1468196,-152458,2159374,179909,-1486544,-602129,768677,447078,-319280,-136208,115837,12091,-41665,7147,9855,-2435,-1443,402,97,-32,-2,1 # cft deg4 r=0
871441,706306,2328284,11700518,17537311,11027407,-683322,-9245143,-9766056,-5457870,-521265,2258463,2796194,2156301,1271465,621546,255724,91016,28007,7420,1751,325,61,6,1 # cft deg4 r=0
68521,674651,2570604,5041988,7105936,9156142,9477273,7496147,6528579,4244450,3534145,1966683,1585204,763211,498965,207726,108159,37161,15412,4180,1361,255,61,6,1 # cft deg4 r=0
2101,10778,53621,126401,129539,21991,-66571,-43258,27028,39646,8726,-12396,-6358,2528,3491,468,-655,-241,155,119,20,-12,-2,1,1 # cft deg4 r=0
8951,47161,54188,-61644,-41508,126613,75019,-91484,31401,26011,16089,-12699,9876,235,4783,-2145,1027,-16,231,-105,28,-4,10,-3,1 # cft deg4 r=0
2101,5466,22048,53806,60807,36758,34779,57801,57036,24926,-1676,-6174,356,5780,8758,9725,8347,5294,2496,895,283,91,30,7,1 # cft deg4 r=0
4201,-15307,192645,-166350,203351,-157033,141324,-106681,121770,-94066,90524,-41889,31987,-15776,13959,-6890,4118,-1463,724,-243,133,-30,14,-2,1 # cft deg4 r=0
9011,-30615,62124,-59284,5260,61168,6465,-111779,103815,-47526,-16018,55029,-46183,20362,-1375,-4898,3916,-2212,1072,-498,206,-67,22,-5,1 # cft deg4 r=0
2141,-9834,23831,-34464,24990,7805,-55016,96623,-105017,73581,-17483,-39873,76622,-84989,71630,-49570,28993,-14598,6500,-2542,881,-250,58,-9,1 # cft deg4 r=0
3721,-8784,12301,-18767,35865,-43448,55825,-71403,74670,-86457,86199,-80434,72409,-52476,40814,-22893,14585,-6302,3340,-1187,515,-138,41,-6,1 # cft deg4 r=0
12871,-30885,43754,-65674,76400,-68632,63775,-51559,34205,-26296,18442,-10571,8287,-5428,2345,-1408,906,-462,452,-318,66,13,2,-5,1 # cft deg4 r=0
1,19,160,112,-283,-1726,-573,3053,3358,-2359,-2691,3394,3430,-2965,-3280,1590,2005,-688,-722,175,159,-21,-19,1,1 # cft deg4 r=0
8191,-26170,72711,-213531,404427,-547053,676062,-732847,627731,-475002,329673,-172571,68279,-24798,1148,6554,-4175,2541,-1726,733,-48,-118,62,-13,1 # cft deg4 r=0
78331,160214,244891,43026,107881,100957,137253,-23556,137501,-36905,70476,-21340,34189,-13246,13538,-5178,4185,-1517,1056,-324,183,-43,21,-3,1 # cft deg4 r=0
